OMRÅDE;CIVILSTAND;TID;INDHOLD
Lyngby-Taarbæk;Widowed;2020Q2;2744
Lyngby-Taarbæk;Widowed;2020Q3;2731
Lyngby-Taarbæk;Widowed;2020Q4;2697
Lyngby-Taarbæk;Widowed;2021Q1;2701
Lyngby-Taarbæk;Widowed;2021Q2;2698
Lyngby-Taarbæk;Widowed;2021Q3;2681
Lyngby-Taarbæk;Widowed;2021Q4;2664
Lyngby-Taarbæk;Widowed;2022Q1;2651
Lyngby-Taarbæk;Divorced;2008Q1;4506
Lyngby-Taarbæk;Divorced;2008Q2;4515
Lyngby-Taarbæk;Divorced;2008Q3;4552
Lyngby-Taarbæk;Divorced;2008Q4;4536
Lyngby-Taarbæk;Divorced;2009Q1;4551
Lyngby-Taarbæk;Divorced;2009Q2;4562
Lyngby-Taarbæk;Divorced;2009Q3;4563
Lyngby-Taarbæk;Divorced;2009Q4;4552
Lyngby-Taarbæk;Divorced;2010Q1;4554
Lyngby-Taarbæk;Divorced;2010Q2;4588
Lyngby-Taarbæk;Divorced;2010Q3;4591
Lyngby-Taarbæk;Divorced;2010Q4;4590
Lyngby-Taarbæk;Divorced;2011Q1;4605
Lyngby-Taarbæk;Divorced;2011Q2;4649
Lyngby-Taarbæk;Divorced;2011Q3;4701
Lyngby-Taarbæk;Divorced;2011Q4;4724
Lyngby-Taarbæk;Divorced;2012Q1;4731
Lyngby-Taarbæk;Divorced;2012Q2;4764
Lyngby-Taarbæk;Divorced;2012Q3;4781
Lyngby-Taarbæk;Divorced;2012Q4;4774
Lyngby-Taarbæk;Divorced;2013Q1;4839
Lyngby-Taarbæk;Divorced;2013Q2;4871
Lyngby-Taarbæk;Divorced;2013Q3;4877
Lyngby-Taarbæk;Divorced;2013Q4;4872
Lyngby-Taarbæk;Divorced;2014Q1;4965
Lyngby-Taarbæk;Divorced;2014Q2;5039
Lyngby-Taarbæk;Divorced;2014Q3;5009
Lyngby-Taarbæk;Divorced;2014Q4;5028
Lyngby-Taarbæk;Divorced;2015Q1;5065
Lyngby-Taarbæk;Divorced;2015Q2;5045
Lyngby-Taarbæk;Divorced;2015Q3;5057
Lyngby-Taarbæk;Divorced;2015Q4;5054
Lyngby-Taarbæk;Divorced;2016Q1;5072
Lyngby-Taarbæk;Divorced;2016Q2;5098
Lyngby-Taarbæk;Divorced;2016Q3;5125
Lyngby-Taarbæk;Divorced;2016Q4;5125
Lyngby-Taarbæk;Divorced;2017Q1;5136
Lyngby-Taarbæk;Divorced;2017Q2;5184
Lyngby-Taarbæk;Divorced;2017Q3;5198
Lyngby-Taarbæk;Divorced;2017Q4;5204
Lyngby-Taarbæk;Divorced;2018Q1;5215
Lyngby-Taarbæk;Divorced;2018Q2;5237
Lyngby-Taarbæk;Divorced;2018Q3;5204
Lyngby-Taarbæk;Divorced;2018Q4;5209
Lyngby-Taarbæk;Divorced;2019Q1;5230
Lyngby-Taarbæk;Divorced;2019Q2;5238
Lyngby-Taarbæk;Divorced;2019Q3;5278
Lyngby-Taarbæk;Divorced;2019Q4;5302
Lyngby-Taarbæk;Divorced;2020Q1;5282
Lyngby-Taarbæk;Divorced;2020Q2;5293
Lyngby-Taarbæk;Divorced;2020Q3;5319
Lyngby-Taarbæk;Divorced;2020Q4;5351
Lyngby-Taarbæk;Divorced;2021Q1;5385
Lyngby-Taarbæk;Divorced;2021Q2;5429
Lyngby-Taarbæk;Divorced;2021Q3;5431
Lyngby-Taarbæk;Divorced;2021Q4;5448
Lyngby-Taarbæk;Divorced;2022Q1;5477
Rødovre;Never married;2008Q1;16208
Rødovre;Never married;2008Q2;16246
Rødovre;Never married;2008Q3;16231
Rødovre;Never married;2008Q4;16194
Rødovre;Never married;2009Q1;16278
Rødovre;Never married;2009Q2;16374
Rødovre;Never married;2009Q3;16384
Rødovre;Never married;2009Q4;16317
Rødovre;Never married;2010Q1;16372
Rødovre;Never married;2010Q2;16413
Rødovre;Never married;2010Q3;16466
Rødovre;Never married;2010Q4;16599
Rødovre;Never married;2011Q1;16656
Rødovre;Never married;2011Q2;16758
Rødovre;Never married;2011Q3;16787
Rødovre;Never married;2011Q4;16896
Rødovre;Never married;2012Q1;16980
Rødovre;Never married;2012Q2;17079
Rødovre;Never married;2012Q3;17196
Rødovre;Never married;2012Q4;17310
Rødovre;Never married;2013Q1;17404
Rødovre;Never married;2013Q2;17430
Rødovre;Never married;2013Q3;17411
Rødovre;Never married;2013Q4;17576
Rødovre;Never married;2014Q1;17609
Rødovre;Never married;2014Q2;17651
Rødovre;Never married;2014Q3;17700
Rødovre;Never married;2014Q4;17756
Rødovre;Never married;2015Q1;17828
Rødovre;Never married;2015Q2;17907
Rødovre;Never married;2015Q3;17927
Rødovre;Never married;2015Q4;18049
Rødovre;Never married;2016Q1;18164
Rødovre;Never married;2016Q2;18243
Rødovre;Never married;2016Q3;18321
Rødovre;Never married;2016Q4;18372
Rødovre;Never married;2017Q1;18529
Rødovre;Never married;2017Q2;18604
Rødovre;Never married;2017Q3;18712
Rødovre;Never married;2017Q4;18900
Rødovre;Never married;2018Q1;19099
Rødovre;Never married;2018Q2;19257
Rødovre;Never married;2018Q3;19320
Rødovre;Never married;2018Q4;19459
Rødovre;Never married;2019Q1;19561
Rødovre;Never married;2019Q2;19660
Rødovre;Never married;2019Q3;19864
Rødovre;Never married;2019Q4;20036
Rødovre;Never married;2020Q1;20055
Rødovre;Never married;2020Q2;20083
Rødovre;Never married;2020Q3;20198
Rødovre;Never married;2020Q4;20234
Rødovre;Never married;2021Q1;20295
Rødovre;Never married;2021Q2;20392
Rødovre;Never married;2021Q3;20442
Rødovre;Never married;2021Q4;20411
Rødovre;Never married;2022Q1;20577
Rødovre;Married/separated;2008Q1;13790
Rødovre;Married/separated;2008Q2;13765
Rødovre;Married/separated;2008Q3;13762
Rødovre;Married/separated;2008Q4;13825
Rødovre;Married/separated;2009Q1;13836
Rødovre;Married/separated;2009Q2;13794
Rødovre;Married/separated;2009Q3;13795
Rødovre;Married/separated;2009Q4;13837
Rødovre;Married/separated;2010Q1;13820
Rødovre;Married/separated;2010Q2;13778
Rødovre;Married/separated;2010Q3;13785
Rødovre;Married/separated;2010Q4;13862
Rødovre;Married/separated;2011Q1;13859
Rødovre;Married/separated;2011Q2;13811
Rødovre;Married/separated;2011Q3;13838
Rødovre;Married/separated;2011Q4;13879
Rødovre;Married/separated;2012Q1;13892
Rødovre;Married/separated;2012Q2;13817
Rødovre;Married/separated;2012Q3;13850
Rødovre;Married/separated;2012Q4;13962
Rødovre;Married/separated;2013Q1;13921
Rødovre;Married/separated;2013Q2;13820
Rødovre;Married/separated;2013Q3;13796
Rødovre;Married/separated;2013Q4;13872
Rødovre;Married/separated;2014Q1;13836
Rødovre;Married/separated;2014Q2;13757
Rødovre;Married/separated;2014Q3;13763
Rødovre;Married/separated;2014Q4;13731
Rødovre;Married/separated;2015Q1;13755
Rødovre;Married/separated;2015Q2;13709
Rødovre;Married/separated;2015Q3;13657
Rødovre;Married/separated;2015Q4;13662
Rødovre;Married/separated;2016Q1;13670
Rødovre;Married/separated;2016Q2;13648
Rødovre;Married/separated;2016Q3;13667
Rødovre;Married/separated;2016Q4;13769
Rødovre;Married/separated;2017Q1;13773
Rødovre;Married/separated;2017Q2;13740
Rødovre;Married/separated;2017Q3;13784
Rødovre;Married/separated;2017Q4;14014
Rødovre;Married/separated;2018Q1;14010
Rødovre;Married/separated;2018Q2;13974
Rødovre;Married/separated;2018Q3;14064
Rødovre;Married/separated;2018Q4;14185
Rødovre;Married/separated;2019Q1;14217
Rødovre;Married/separated;2019Q2;14247
Rødovre;Married/separated;2019Q3;14304
Rødovre;Married/separated;2019Q4;14331
Rødovre;Married/separated;2020Q1;14268
Rødovre;Married/separated;2020Q2;14242
Rødovre;Married/separated;2020Q3;14299
Rødovre;Married/separated;2020Q4;14453
Rødovre;Married/separated;2021Q1;14495
Rødovre;Married/separated;2021Q2;14474
Rødovre;Married/separated;2021Q3;14457
Rødovre;Married/separated;2021Q4;14529
Rødovre;Married/separated;2022Q1;14514
Rødovre;Widowed;2008Q1;2522
Rødovre;Widowed;2008Q2;2528
Rødovre;Widowed;2008Q3;2516
Rødovre;Widowed;2008Q4;2519
Rødovre;Widowed;2009Q1;2509
Rødovre;Widowed;2009Q2;2486
Rødovre;Widowed;2009Q3;2480
Rødovre;Widowed;2009Q4;2459
Rødovre;Widowed;2010Q1;2435
Rødovre;Widowed;2010Q2;2411
Rødovre;Widowed;2010Q3;2401
Rødovre;Widowed;2010Q4;2396
Rødovre;Widowed;2011Q1;2385
Rødovre;Widowed;2011Q2;2370
Rødovre;Widowed;2011Q3;2350
Rødovre;Widowed;2011Q4;2345
Rødovre;Widowed;2012Q1;2326
Rødovre;Widowed;2012Q2;2332
Rødovre;Widowed;2012Q3;2328
Rødovre;Widowed;2012Q4;2311
Rødovre;Widowed;2013Q1;2298
Rødovre;Widowed;2013Q2;2302
Rødovre;Widowed;2013Q3;2300
Rødovre;Widowed;2013Q4;2292
Rødovre;Widowed;2014Q1;2270
Rødovre;Widowed;2014Q2;2263
Rødovre;Widowed;2014Q3;2243
Rødovre;Widowed;2014Q4;2225
Rødovre;Widowed;2015Q1;2222
Rødovre;Widowed;2015Q2;2210
Rødovre;Widowed;2015Q3;2209
Rødovre;Widowed;2015Q4;2192
Rødovre;Widowed;2016Q1;2174
Rødovre;Widowed;2016Q2;2156
Rødovre;Widowed;2016Q3;2149
Rødovre;Widowed;2016Q4;2125
Rødovre;Widowed;2017Q1;2115
Rødovre;Widowed;2017Q2;2103
Rødovre;Widowed;2017Q3;2103
Rødovre;Widowed;2017Q4;2103
Rødovre;Widowed;2018Q1;2101
Rødovre;Widowed;2018Q2;2084
Rødovre;Widowed;2018Q3;2058
Rødovre;Widowed;2018Q4;2067
Rødovre;Widowed;2019Q1;2052
Rødovre;Widowed;2019Q2;2058
Rødovre;Widowed;2019Q3;2056
Rødovre;Widowed;2019Q4;2067
Rødovre;Widowed;2020Q1;2051
Rødovre;Widowed;2020Q2;2050
Rødovre;Widowed;2020Q3;2054
Rødovre;Widowed;2020Q4;2057
Rødovre;Widowed;2021Q1;2050
Rødovre;Widowed;2021Q2;2042
Rødovre;Widowed;2021Q3;2032
Rødovre;Widowed;2021Q4;2015
Rødovre;Widowed;2022Q1;2010
Rødovre;Divorced;2008Q1;3624
Rødovre;Divorced;2008Q2;3624
Rødovre;Divorced;2008Q3;3617
Rødovre;Divorced;2008Q4;3590
Rødovre;Divorced;2009Q1;3605
Rødovre;Divorced;2009Q2;3613
Rødovre;Divorced;2009Q3;3607
Rødovre;Divorced;2009Q4;3600
Rødovre;Divorced;2010Q1;3606
Rødovre;Divorced;2010Q2;3638
Rødovre;Divorced;2010Q3;3625
Rødovre;Divorced;2010Q4;3612
Rødovre;Divorced;2011Q1;3624
Rødovre;Divorced;2011Q2;3630
Rødovre;Divorced;2011Q3;3645
Rødovre;Divorced;2011Q4;3665
Rødovre;Divorced;2012Q1;3685
Rødovre;Divorced;2012Q2;3692
Rødovre;Divorced;2012Q3;3732
Rødovre;Divorced;2012Q4;3746
Rødovre;Divorced;2013Q1;3728
Rødovre;Divorced;2013Q2;3758
Rødovre;Divorced;2013Q3;3773
Rødovre;Divorced;2013Q4;3789
Rødovre;Divorced;2014Q1;3837
Rødovre;Divorced;2014Q2;3869
Rødovre;Divorced;2014Q3;3883
Rødovre;Divorced;2014Q4;3925
Rødovre;Divorced;2015Q1;3938
Rødovre;Divorced;2015Q2;3927
Rødovre;Divorced;2015Q3;3931
Rødovre;Divorced;2015Q4;3961
Rødovre;Divorced;2016Q1;3994
Rødovre;Divorced;2016Q2;4046
Rødovre;Divorced;2016Q3;4049
Rødovre;Divorced;2016Q4;4056
Rødovre;Divorced;2017Q1;4075
Rødovre;Divorced;2017Q2;4109
Rødovre;Divorced;2017Q3;4087
Rødovre;Divorced;2017Q4;4090
Rødovre;Divorced;2018Q1;4133
Rødovre;Divorced;2018Q2;4176
Rødovre;Divorced;2018Q3;4148
Rødovre;Divorced;2018Q4;4176
Rødovre;Divorced;2019Q1;4222
Rødovre;Divorced;2019Q2;4248
Rødovre;Divorced;2019Q3;4254
Rødovre;Divorced;2019Q4;4250
Rødovre;Divorced;2020Q1;4278
Rødovre;Divorced;2020Q2;4259
Rødovre;Divorced;2020Q3;4297
Rødovre;Divorced;2020Q4;4281
Rødovre;Divorced;2021Q1;4273
Rødovre;Divorced;2021Q2;4287
Rødovre;Divorced;2021Q3;4286
Rødovre;Divorced;2021Q4;4264
Rødovre;Divorced;2022Q1;4281
Vallensbæk;Never married;2008Q1;4861
Vallensbæk;Never married;2008Q2;5057
Vallensbæk;Never married;2008Q3;5165
Vallensbæk;Never married;2008Q4;5325
Vallensbæk;Never married;2009Q1;5436
Vallensbæk;Never married;2009Q2;5520
Vallensbæk;Never married;2009Q3;5569
Vallensbæk;Never married;2009Q4;5678
Vallensbæk;Never married;2010Q1;5779
Vallensbæk;Never married;2010Q2;5846
Vallensbæk;Never married;2010Q3;5930
Vallensbæk;Never married;2010Q4;5976
Vallensbæk;Never married;2011Q1;6037
Vallensbæk;Never married;2011Q2;6022
Vallensbæk;Never married;2011Q3;6100
Vallensbæk;Never married;2011Q4;6108
Vallensbæk;Never married;2012Q1;6093
Vallensbæk;Never married;2012Q2;6142
Vallensbæk;Never married;2012Q3;6162
Vallensbæk;Never married;2012Q4;6173
Vallensbæk;Never married;2013Q1;6238
Vallensbæk;Never married;2013Q2;6278
Vallensbæk;Never married;2013Q3;6313
Vallensbæk;Never married;2013Q4;6421
Vallensbæk;Never married;2014Q1;6471
Vallensbæk;Never married;2014Q2;6475
Vallensbæk;Never married;2014Q3;6487
Vallensbæk;Never married;2014Q4;6567
Vallensbæk;Never married;2015Q1;6586
Vallensbæk;Never married;2015Q2;6596
Vallensbæk;Never married;2015Q3;6668
Vallensbæk;Never married;2015Q4;6680
Vallensbæk;Never married;2016Q1;6683
Vallensbæk;Never married;2016Q2;6723
Vallensbæk;Never married;2016Q3;6786
Vallensbæk;Never married;2016Q4;6815
Vallensbæk;Never married;2017Q1;6861
Vallensbæk;Never married;2017Q2;6892
Vallensbæk;Never married;2017Q3;6995
Vallensbæk;Never married;2017Q4;7064
Vallensbæk;Never married;2018Q1;7179
Vallensbæk;Never married;2018Q2;7237
Vallensbæk;Never married;2018Q3;7277
Vallensbæk;Never married;2018Q4;7372
Vallensbæk;Never married;2019Q1;7379
Vallensbæk;Never married;2019Q2;7385
Vallensbæk;Never married;2019Q3;7382
Vallensbæk;Never married;2019Q4;7334
Vallensbæk;Never married;2020Q1;7354
Vallensbæk;Never married;2020Q2;7331
Vallensbæk;Never married;2020Q3;7318
Vallensbæk;Never married;2020Q4;7276
Vallensbæk;Never married;2021Q1;7306
Vallensbæk;Never married;2021Q2;7338
Vallensbæk;Never married;2021Q3;7347
Vallensbæk;Never married;2021Q4;7305
Vallensbæk;Never married;2022Q1;7317
Vallensbæk;Married/separated;2008Q1;6083
Vallensbæk;Married/separated;2008Q2;6168
Vallensbæk;Married/separated;2008Q3;6236
Vallensbæk;Married/separated;2008Q4;6342
Vallensbæk;Married/separated;2009Q1;6386
Vallensbæk;Married/separated;2009Q2;6413
Vallensbæk;Married/separated;2009Q3;6484
Vallensbæk;Married/separated;2009Q4;6577
Vallensbæk;Married/separated;2010Q1;6633
Vallensbæk;Married/separated;2010Q2;6665
Vallensbæk;Married/separated;2010Q3;6684
Vallensbæk;Married/separated;2010Q4;6714
Vallensbæk;Married/separated;2011Q1;6706
Vallensbæk;Married/separated;2011Q2;6704
Vallensbæk;Married/separated;2011Q3;6700
Vallensbæk;Married/separated;2011Q4;6766
Vallensbæk;Married/separated;2012Q1;6737
Vallensbæk;Married/separated;2012Q2;6719
Vallensbæk;Married/separated;2012Q3;6730
Vallensbæk;Married/separated;2012Q4;6760
Vallensbæk;Married/separated;2013Q1;6751
Vallensbæk;Married/separated;2013Q2;6727
Vallensbæk;Married/separated;2013Q3;6726
Vallensbæk;Married/separated;2013Q4;6795
Vallensbæk;Married/separated;2014Q1;6754
Vallensbæk;Married/separated;2014Q2;6730
Vallensbæk;Married/separated;2014Q3;6704
Vallensbæk;Married/separated;2014Q4;6725
Vallensbæk;Married/separated;2015Q1;6719
Vallensbæk;Married/separated;2015Q2;6702
Vallensbæk;Married/separated;2015Q3;6739
Vallensbæk;Married/separated;2015Q4;6814
Vallensbæk;Married/separated;2016Q1;6840
Vallensbæk;Married/separated;2016Q2;6870
Vallensbæk;Married/separated;2016Q3;6862
Vallensbæk;Married/separated;2016Q4;6911
Vallensbæk;Married/separated;2017Q1;6938
Vallensbæk;Married/separated;2017Q2;6913
Vallensbæk;Married/separated;2017Q3;6956
Vallensbæk;Married/separated;2017Q4;7045
Vallensbæk;Married/separated;2018Q1;7146
Vallensbæk;Married/separated;2018Q2;7231
Vallensbæk;Married/separated;2018Q3;7266
Vallensbæk;Married/separated;2018Q4;7274
Vallensbæk;Married/separated;2019Q1;7252
Vallensbæk;Married/separated;2019Q2;7256
Vallensbæk;Married/separated;2019Q3;7286
Vallensbæk;Married/separated;2019Q4;7321
Vallensbæk;Married/separated;2020Q1;7290
Vallensbæk;Married/separated;2020Q2;7243
Vallensbæk;Married/separated;2020Q3;7194
Vallensbæk;Married/separated;2020Q4;7212
Vallensbæk;Married/separated;2021Q1;7219
Vallensbæk;Married/separated;2021Q2;7204
Vallensbæk;Married/separated;2021Q3;7190
Vallensbæk;Married/separated;2021Q4;7187
Vallensbæk;Married/separated;2022Q1;7172
Vallensbæk;Widowed;2008Q1;566
Vallensbæk;Widowed;2008Q2;577
Vallensbæk;Widowed;2008Q3;586
Vallensbæk;Widowed;2008Q4;592
Vallensbæk;Widowed;2009Q1;602
Vallensbæk;Widowed;2009Q2;609
Vallensbæk;Widowed;2009Q3;618
Vallensbæk;Widowed;2009Q4;624
Vallensbæk;Widowed;2010Q1;628
Vallensbæk;Widowed;2010Q2;639
Vallensbæk;Widowed;2010Q3;650
Vallensbæk;Widowed;2010Q4;653
Vallensbæk;Widowed;2011Q1;651
Vallensbæk;Widowed;2011Q2;654
Vallensbæk;Widowed;2011Q3;660
Vallensbæk;Widowed;2011Q4;657
Vallensbæk;Widowed;2012Q1;658
Vallensbæk;Widowed;2012Q2;670
Vallensbæk;Widowed;2012Q3;671
Vallensbæk;Widowed;2012Q4;673
Vallensbæk;Widowed;2013Q1;675
Vallensbæk;Widowed;2013Q2;679
Vallensbæk;Widowed;2013Q3;687
Vallensbæk;Widowed;2013Q4;690
Vallensbæk;Widowed;2014Q1;685
Vallensbæk;Widowed;2014Q2;686
Vallensbæk;Widowed;2014Q3;691
Vallensbæk;Widowed;2014Q4;695
Vallensbæk;Widowed;2015Q1;693
Vallensbæk;Widowed;2015Q2;688
Vallensbæk;Widowed;2015Q3;690
Vallensbæk;Widowed;2015Q4;687
Vallensbæk;Widowed;2016Q1;678
Vallensbæk;Widowed;2016Q2;678
Vallensbæk;Widowed;2016Q3;678
Vallensbæk;Widowed;2016Q4;682
Vallensbæk;Widowed;2017Q1;671
Vallensbæk;Widowed;2017Q2;675
Vallensbæk;Widowed;2017Q3;677
Vallensbæk;Widowed;2017Q4;679
Vallensbæk;Widowed;2018Q1;684
Vallensbæk;Widowed;2018Q2;696
Vallensbæk;Widowed;2018Q3;698
Vallensbæk;Widowed;2018Q4;701
Vallensbæk;Widowed;2019Q1;707
Vallensbæk;Widowed;2019Q2;702
Vallensbæk;Widowed;2019Q3;703
Vallensbæk;Widowed;2019Q4;700
Vallensbæk;Widowed;2020Q1;712
Vallensbæk;Widowed;2020Q2;712
Vallensbæk;Widowed;2020Q3;717
Vallensbæk;Widowed;2020Q4;716
Vallensbæk;Widowed;2021Q1;715
Vallensbæk;Widowed;2021Q2;715
Vallensbæk;Widowed;2021Q3;722
Vallensbæk;Widowed;2021Q4;722
Vallensbæk;Widowed;2022Q1;721
Vallensbæk;Divorced;2008Q1;889
Vallensbæk;Divorced;2008Q2;908
Vallensbæk;Divorced;2008Q3;913
Vallensbæk;Divorced;2008Q4;934
Vallensbæk;Divorced;2009Q1;941
Vallensbæk;Divorced;2009Q2;966
Vallensbæk;Divorced;2009Q3;968
Vallensbæk;Divorced;2009Q4;989
Vallensbæk;Divorced;2010Q1;1005
Vallensbæk;Divorced;2010Q2;1012
Vallensbæk;Divorced;2010Q3;1019
Vallensbæk;Divorced;2010Q4;1035
Vallensbæk;Divorced;2011Q1;1051
Vallensbæk;Divorced;2011Q2;1064
Vallensbæk;Divorced;2011Q3;1066
Vallensbæk;Divorced;2011Q4;1061
Vallensbæk;Divorced;2012Q1;1077
Vallensbæk;Divorced;2012Q2;1072
Vallensbæk;Divorced;2012Q3;1081
Vallensbæk;Divorced;2012Q4;1093
Vallensbæk;Divorced;2013Q1;1133
Vallensbæk;Divorced;2013Q2;1155
Vallensbæk;Divorced;2013Q3;1148
Vallensbæk;Divorced;2013Q4;1153
Vallensbæk;Divorced;2014Q1;1185
Vallensbæk;Divorced;2014Q2;1212
Vallensbæk;Divorced;2014Q3;1221
Vallensbæk;Divorced;2014Q4;1205
Vallensbæk;Divorced;2015Q1;1206
Vallensbæk;Divorced;2015Q2;1217
Vallensbæk;Divorced;2015Q3;1220
Vallensbæk;Divorced;2015Q4;1221
Vallensbæk;Divorced;2016Q1;1218
Vallensbæk;Divorced;2016Q2;1213
Vallensbæk;Divorced;2016Q3;1230
Vallensbæk;Divorced;2016Q4;1235
Vallensbæk;Divorced;2017Q1;1235
Vallensbæk;Divorced;2017Q2;1247
Vallensbæk;Divorced;2017Q3;1244
Vallensbæk;Divorced;2017Q4;1243
Vallensbæk;Divorced;2018Q1;1271
Vallensbæk;Divorced;2018Q2;1283
Vallensbæk;Divorced;2018Q3;1291
Vallensbæk;Divorced;2018Q4;1295
Vallensbæk;Divorced;2019Q1;1316
Vallensbæk;Divorced;2019Q2;1306
Vallensbæk;Divorced;2019Q3;1300
Vallensbæk;Divorced;2019Q4;1291
Vallensbæk;Divorced;2020Q1;1277
Vallensbæk;Divorced;2020Q2;1279
Vallensbæk;Divorced;2020Q3;1281
Vallensbæk;Divorced;2020Q4;1279
Vallensbæk;Divorced;2021Q1;1275
Vallensbæk;Divorced;2021Q2;1288
Vallensbæk;Divorced;2021Q3;1281
Vallensbæk;Divorced;2021Q4;1287
Vallensbæk;Divorced;2022Q1;1278
Allerød;Never married;2008Q1;9474
Allerød;Never married;2008Q2;9524
Allerød;Never married;2008Q3;9570
Allerød;Never married;2008Q4;9615
Allerød;Never married;2009Q1;9641
Allerød;Never married;2009Q2;9705
Allerød;Never married;2009Q3;9738
Allerød;Never married;2009Q4;9756
Allerød;Never married;2010Q1;9789
Allerød;Never married;2010Q2;9832
Allerød;Never married;2010Q3;9840
Allerød;Never married;2010Q4;9759
Allerød;Never married;2011Q1;9763
Allerød;Never married;2011Q2;9759
Allerød;Never married;2011Q3;9790
Allerød;Never married;2011Q4;9754
Allerød;Never married;2012Q1;9754
Allerød;Never married;2012Q2;9759
Allerød;Never married;2012Q3;9761
Allerød;Never married;2012Q4;9771
Allerød;Never married;2013Q1;9750
Allerød;Never married;2013Q2;9718
Allerød;Never married;2013Q3;9755
Allerød;Never married;2013Q4;9733
Allerød;Never married;2014Q1;9785
Allerød;Never married;2014Q2;9823
Allerød;Never married;2014Q3;9848
Allerød;Never married;2014Q4;9844
Allerød;Never married;2015Q1;9921
Allerød;Never married;2015Q2;9970
Allerød;Never married;2015Q3;10003
Allerød;Never married;2015Q4;10057
Allerød;Never married;2016Q1;10142
Allerød;Never married;2016Q2;10210
Allerød;Never married;2016Q3;10207
Allerød;Never married;2016Q4;10247
Allerød;Never married;2017Q1;10240
Allerød;Never married;2017Q2;10323
Allerød;Never married;2017Q3;10402
Allerød;Never married;2017Q4;10416
Allerød;Never married;2018Q1;10416
Allerød;Never married;2018Q2;10457
Allerød;Never married;2018Q3;10529
Allerød;Never married;2018Q4;10563
Allerød;Never married;2019Q1;10630
Allerød;Never married;2019Q2;10676
Allerød;Never married;2019Q3;10682
Allerød;Never married;2019Q4;10615
Allerød;Never married;2020Q1;10586
Allerød;Never married;2020Q2;10615
Allerød;Never married;2020Q3;10605
Allerød;Never married;2020Q4;10725
Allerød;Never married;2021Q1;10718
Allerød;Never married;2021Q2;10724
Allerød;Never married;2021Q3;10747
Allerød;Never married;2021Q4;10681
Allerød;Never married;2022Q1;10703
Allerød;Married/separated;2008Q1;11503
Allerød;Married/separated;2008Q2;11457
Allerød;Married/separated;2008Q3;11539
Allerød;Married/separated;2008Q4;11611
Allerød;Married/separated;2009Q1;11616
Allerød;Married/separated;2009Q2;11572
Allerød;Married/separated;2009Q3;11582
Allerød;Married/separated;2009Q4;11648
Allerød;Married/separated;2010Q1;11640
Allerød;Married/separated;2010Q2;11611
Allerød;Married/separated;2010Q3;11639
Allerød;Married/separated;2010Q4;11649
Allerød;Married/separated;2011Q1;11655
Allerød;Married/separated;2011Q2;11619
Allerød;Married/separated;2011Q3;11607
Allerød;Married/separated;2011Q4;11596
Allerød;Married/separated;2012Q1;11547
Allerød;Married/separated;2012Q2;11520
Allerød;Married/separated;2012Q3;11506
Allerød;Married/separated;2012Q4;11530
Allerød;Married/separated;2013Q1;11470
Allerød;Married/separated;2013Q2;11436
Allerød;Married/separated;2013Q3;11427
Allerød;Married/separated;2013Q4;11475
Allerød;Married/separated;2014Q1;11450
Allerød;Married/separated;2014Q2;11394
Allerød;Married/separated;2014Q3;11395
Allerød;Married/separated;2014Q4;11436
Allerød;Married/separated;2015Q1;11463
Allerød;Married/separated;2015Q2;11467
Allerød;Married/separated;2015Q3;11499
Allerød;Married/separated;2015Q4;11505
Allerød;Married/separated;2016Q1;11505
Allerød;Married/separated;2016Q2;11499
Allerød;Married/separated;2016Q3;11485
Allerød;Married/separated;2016Q4;11544
Allerød;Married/separated;2017Q1;11565
Allerød;Married/separated;2017Q2;11553
Allerød;Married/separated;2017Q3;11615
Allerød;Married/separated;2017Q4;11663
Allerød;Married/separated;2018Q1;11661
Allerød;Married/separated;2018Q2;11659
Allerød;Married/separated;2018Q3;11707
Allerød;Married/separated;2018Q4;11796
Allerød;Married/separated;2019Q1;11800
Allerød;Married/separated;2019Q2;11803
Allerød;Married/separated;2019Q3;11831
Allerød;Married/separated;2019Q4;11855
Allerød;Married/separated;2020Q1;11843
Allerød;Married/separated;2020Q2;11812
Allerød;Married/separated;2020Q3;11820
Allerød;Married/separated;2020Q4;11915
Allerød;Married/separated;2021Q1;11934
Allerød;Married/separated;2021Q2;11907
Allerød;Married/separated;2021Q3;11921
Allerød;Married/separated;2021Q4;11931
Allerød;Married/separated;2022Q1;11870
Allerød;Widowed;2008Q1;1034
Allerød;Widowed;2008Q2;1040
Allerød;Widowed;2008Q3;1045
Allerød;Widowed;2008Q4;1040
Allerød;Widowed;2009Q1;1045
Allerød;Widowed;2009Q2;1044
Allerød;Widowed;2009Q3;1050
Allerød;Widowed;2009Q4;1061
Allerød;Widowed;2010Q1;1065
Allerød;Widowed;2010Q2;1072
Allerød;Widowed;2010Q3;1078
Allerød;Widowed;2010Q4;1076
Allerød;Widowed;2011Q1;1065
Allerød;Widowed;2011Q2;1065
Allerød;Widowed;2011Q3;1076
Allerød;Widowed;2011Q4;1070
Allerød;Widowed;2012Q1;1076
Allerød;Widowed;2012Q2;1078
Allerød;Widowed;2012Q3;1081
Allerød;Widowed;2012Q4;1102
Allerød;Widowed;2013Q1;1110
Allerød;Widowed;2013Q2;1116
Allerød;Widowed;2013Q3;1119
Allerød;Widowed;2013Q4;1126
Allerød;Widowed;2014Q1;1139
Allerød;Widowed;2014Q2;1126
Allerød;Widowed;2014Q3;1130
Allerød;Widowed;2014Q4;1130
