OMRÅDE;CIVILSTAND;TID;INDHOLD
Frederikshavn;Divorced;2014Q1;5334
Frederikshavn;Divorced;2014Q2;5402
Frederikshavn;Divorced;2014Q3;5458
Frederikshavn;Divorced;2014Q4;5472
Frederikshavn;Divorced;2015Q1;5514
Frederikshavn;Divorced;2015Q2;5491
Frederikshavn;Divorced;2015Q3;5537
Frederikshavn;Divorced;2015Q4;5565
Frederikshavn;Divorced;2016Q1;5577
Frederikshavn;Divorced;2016Q2;5644
Frederikshavn;Divorced;2016Q3;5693
Frederikshavn;Divorced;2016Q4;5697
Frederikshavn;Divorced;2017Q1;5750
Frederikshavn;Divorced;2017Q2;5785
Frederikshavn;Divorced;2017Q3;5812
Frederikshavn;Divorced;2017Q4;5835
Frederikshavn;Divorced;2018Q1;5859
Frederikshavn;Divorced;2018Q2;5875
Frederikshavn;Divorced;2018Q3;5895
Frederikshavn;Divorced;2018Q4;5918
Frederikshavn;Divorced;2019Q1;5956
Frederikshavn;Divorced;2019Q2;5983
Frederikshavn;Divorced;2019Q3;5942
Frederikshavn;Divorced;2019Q4;5911
Frederikshavn;Divorced;2020Q1;5886
Frederikshavn;Divorced;2020Q2;5894
Frederikshavn;Divorced;2020Q3;5916
Frederikshavn;Divorced;2020Q4;5958
Frederikshavn;Divorced;2021Q1;5988
Frederikshavn;Divorced;2021Q2;6032
Frederikshavn;Divorced;2021Q3;6031
Frederikshavn;Divorced;2021Q4;6049
Frederikshavn;Divorced;2022Q1;6067
Hjørring;Never married;2008Q1;29979
Hjørring;Never married;2008Q2;30068
Hjørring;Never married;2008Q3;30126
Hjørring;Never married;2008Q4;29854
Hjørring;Never married;2009Q1;29898
Hjørring;Never married;2009Q2;29952
Hjørring;Never married;2009Q3;29961
Hjørring;Never married;2009Q4;29684
Hjørring;Never married;2010Q1;29719
Hjørring;Never married;2010Q2;29724
Hjørring;Never married;2010Q3;29700
Hjørring;Never married;2010Q4;29495
Hjørring;Never married;2011Q1;29528
Hjørring;Never married;2011Q2;29574
Hjørring;Never married;2011Q3;29590
Hjørring;Never married;2011Q4;29357
Hjørring;Never married;2012Q1;29409
Hjørring;Never married;2012Q2;29456
Hjørring;Never married;2012Q3;29464
Hjørring;Never married;2012Q4;29175
Hjørring;Never married;2013Q1;29209
Hjørring;Never married;2013Q2;29263
Hjørring;Never married;2013Q3;29256
Hjørring;Never married;2013Q4;28928
Hjørring;Never married;2014Q1;29027
Hjørring;Never married;2014Q2;29094
Hjørring;Never married;2014Q3;29151
Hjørring;Never married;2014Q4;28897
Hjørring;Never married;2015Q1;28946
Hjørring;Never married;2015Q2;29008
Hjørring;Never married;2015Q3;29077
Hjørring;Never married;2015Q4;28951
Hjørring;Never married;2016Q1;29056
Hjørring;Never married;2016Q2;29071
Hjørring;Never married;2016Q3;29130
Hjørring;Never married;2016Q4;28979
Hjørring;Never married;2017Q1;29064
Hjørring;Never married;2017Q2;29149
Hjørring;Never married;2017Q3;29134
Hjørring;Never married;2017Q4;28983
Hjørring;Never married;2018Q1;29020
Hjørring;Never married;2018Q2;29062
Hjørring;Never married;2018Q3;28966
Hjørring;Never married;2018Q4;28763
Hjørring;Never married;2019Q1;28671
Hjørring;Never married;2019Q2;28745
Hjørring;Never married;2019Q3;28733
Hjørring;Never married;2019Q4;28608
Hjørring;Never married;2020Q1;28574
Hjørring;Never married;2020Q2;28589
Hjørring;Never married;2020Q3;28682
Hjørring;Never married;2020Q4;28482
Hjørring;Never married;2021Q1;28491
Hjørring;Never married;2021Q2;28526
Hjørring;Never married;2021Q3;28497
Hjørring;Never married;2021Q4;28313
Hjørring;Never married;2022Q1;28334
Hjørring;Married/separated;2008Q1;27935
Hjørring;Married/separated;2008Q2;27814
Hjørring;Married/separated;2008Q3;27876
Hjørring;Married/separated;2008Q4;28093
Hjørring;Married/separated;2009Q1;27987
Hjørring;Married/separated;2009Q2;27859
Hjørring;Married/separated;2009Q3;27818
Hjørring;Married/separated;2009Q4;27840
Hjørring;Married/separated;2010Q1;27773
Hjørring;Married/separated;2010Q2;27637
Hjørring;Married/separated;2010Q3;27701
Hjørring;Married/separated;2010Q4;27688
Hjørring;Married/separated;2011Q1;27627
Hjørring;Married/separated;2011Q2;27501
Hjørring;Married/separated;2011Q3;27499
Hjørring;Married/separated;2011Q4;27524
Hjørring;Married/separated;2012Q1;27388
Hjørring;Married/separated;2012Q2;27269
Hjørring;Married/separated;2012Q3;27192
Hjørring;Married/separated;2012Q4;27241
Hjørring;Married/separated;2013Q1;27169
Hjørring;Married/separated;2013Q2;27012
Hjørring;Married/separated;2013Q3;26964
Hjørring;Married/separated;2013Q4;27021
Hjørring;Married/separated;2014Q1;26850
Hjørring;Married/separated;2014Q2;26756
Hjørring;Married/separated;2014Q3;26735
Hjørring;Married/separated;2014Q4;26744
Hjørring;Married/separated;2015Q1;26616
Hjørring;Married/separated;2015Q2;26547
Hjørring;Married/separated;2015Q3;26513
Hjørring;Married/separated;2015Q4;26542
Hjørring;Married/separated;2016Q1;26489
Hjørring;Married/separated;2016Q2;26315
Hjørring;Married/separated;2016Q3;26229
Hjørring;Married/separated;2016Q4;26291
Hjørring;Married/separated;2017Q1;26198
Hjørring;Married/separated;2017Q2;26088
Hjørring;Married/separated;2017Q3;26119
Hjørring;Married/separated;2017Q4;26199
Hjørring;Married/separated;2018Q1;26095
Hjørring;Married/separated;2018Q2;25995
Hjørring;Married/separated;2018Q3;25973
Hjørring;Married/separated;2018Q4;26024
Hjørring;Married/separated;2019Q1;25855
Hjørring;Married/separated;2019Q2;25786
Hjørring;Married/separated;2019Q3;25832
Hjørring;Married/separated;2019Q4;25927
Hjørring;Married/separated;2020Q1;25841
Hjørring;Married/separated;2020Q2;25713
Hjørring;Married/separated;2020Q3;25570
Hjørring;Married/separated;2020Q4;25503
Hjørring;Married/separated;2021Q1;25379
Hjørring;Married/separated;2021Q2;25251
Hjørring;Married/separated;2021Q3;25199
Hjørring;Married/separated;2021Q4;25221
Hjørring;Married/separated;2022Q1;25138
Hjørring;Widowed;2008Q1;4500
Hjørring;Widowed;2008Q2;4480
Hjørring;Widowed;2008Q3;4452
Hjørring;Widowed;2008Q4;4427
Hjørring;Widowed;2009Q1;4422
Hjørring;Widowed;2009Q2;4398
Hjørring;Widowed;2009Q3;4396
Hjørring;Widowed;2009Q4;4397
Hjørring;Widowed;2010Q1;4374
Hjørring;Widowed;2010Q2;4389
Hjørring;Widowed;2010Q3;4349
Hjørring;Widowed;2010Q4;4341
Hjørring;Widowed;2011Q1;4327
Hjørring;Widowed;2011Q2;4304
Hjørring;Widowed;2011Q3;4292
Hjørring;Widowed;2011Q4;4282
Hjørring;Widowed;2012Q1;4277
Hjørring;Widowed;2012Q2;4272
Hjørring;Widowed;2012Q3;4242
Hjørring;Widowed;2012Q4;4223
Hjørring;Widowed;2013Q1;4207
Hjørring;Widowed;2013Q2;4189
Hjørring;Widowed;2013Q3;4191
Hjørring;Widowed;2013Q4;4157
Hjørring;Widowed;2014Q1;4168
Hjørring;Widowed;2014Q2;4168
Hjørring;Widowed;2014Q3;4157
Hjørring;Widowed;2014Q4;4129
Hjørring;Widowed;2015Q1;4126
Hjørring;Widowed;2015Q2;4131
Hjørring;Widowed;2015Q3;4115
Hjørring;Widowed;2015Q4;4091
Hjørring;Widowed;2016Q1;4076
Hjørring;Widowed;2016Q2;4092
Hjørring;Widowed;2016Q3;4091
Hjørring;Widowed;2016Q4;4082
Hjørring;Widowed;2017Q1;4052
Hjørring;Widowed;2017Q2;4041
Hjørring;Widowed;2017Q3;4036
Hjørring;Widowed;2017Q4;4017
Hjørring;Widowed;2018Q1;3994
Hjørring;Widowed;2018Q2;3976
Hjørring;Widowed;2018Q3;3954
Hjørring;Widowed;2018Q4;3950
Hjørring;Widowed;2019Q1;3954
Hjørring;Widowed;2019Q2;3948
Hjørring;Widowed;2019Q3;3935
Hjørring;Widowed;2019Q4;3933
Hjørring;Widowed;2020Q1;3929
Hjørring;Widowed;2020Q2;3933
Hjørring;Widowed;2020Q3;3932
Hjørring;Widowed;2020Q4;3942
Hjørring;Widowed;2021Q1;3942
Hjørring;Widowed;2021Q2;3940
Hjørring;Widowed;2021Q3;3934
Hjørring;Widowed;2021Q4;3930
Hjørring;Widowed;2022Q1;3926
Hjørring;Divorced;2008Q1;4707
Hjørring;Divorced;2008Q2;4781
Hjørring;Divorced;2008Q3;4796
Hjørring;Divorced;2008Q4;4749
Hjørring;Divorced;2009Q1;4795
Hjørring;Divorced;2009Q2;4850
Hjørring;Divorced;2009Q3;4894
Hjørring;Divorced;2009Q4;4898
Hjørring;Divorced;2010Q1;4937
Hjørring;Divorced;2010Q2;4961
Hjørring;Divorced;2010Q3;4970
Hjørring;Divorced;2010Q4;4972
Hjørring;Divorced;2011Q1;4991
Hjørring;Divorced;2011Q2;5065
Hjørring;Divorced;2011Q3;5106
Hjørring;Divorced;2011Q4;5101
Hjørring;Divorced;2012Q1;5104
Hjørring;Divorced;2012Q2;5108
Hjørring;Divorced;2012Q3;5158
Hjørring;Divorced;2012Q4;5154
Hjørring;Divorced;2013Q1;5182
Hjørring;Divorced;2013Q2;5205
Hjørring;Divorced;2013Q3;5226
Hjørring;Divorced;2013Q4;5257
Hjørring;Divorced;2014Q1;5360
Hjørring;Divorced;2014Q2;5450
Hjørring;Divorced;2014Q3;5521
Hjørring;Divorced;2014Q4;5559
Hjørring;Divorced;2015Q1;5607
Hjørring;Divorced;2015Q2;5661
Hjørring;Divorced;2015Q3;5742
Hjørring;Divorced;2015Q4;5775
Hjørring;Divorced;2016Q1;5790
Hjørring;Divorced;2016Q2;5830
Hjørring;Divorced;2016Q3;5917
Hjørring;Divorced;2016Q4;5951
Hjørring;Divorced;2017Q1;5993
Hjørring;Divorced;2017Q2;6067
Hjørring;Divorced;2017Q3;6123
Hjørring;Divorced;2017Q4;6099
Hjørring;Divorced;2018Q1;6148
Hjørring;Divorced;2018Q2;6152
Hjørring;Divorced;2018Q3;6165
Hjørring;Divorced;2018Q4;6162
Hjørring;Divorced;2019Q1;6185
Hjørring;Divorced;2019Q2;6189
Hjørring;Divorced;2019Q3;6159
Hjørring;Divorced;2019Q4;6142
Hjørring;Divorced;2020Q1;6139
Hjørring;Divorced;2020Q2;6192
Hjørring;Divorced;2020Q3;6266
Hjørring;Divorced;2020Q4;6286
Hjørring;Divorced;2021Q1;6343
Hjørring;Divorced;2021Q2;6382
Hjørring;Divorced;2021Q3;6387
Hjørring;Divorced;2021Q4;6397
Hjørring;Divorced;2022Q1;6441
Jammerbugt;Never married;2008Q1;16612
Jammerbugt;Never married;2008Q2;16672
Jammerbugt;Never married;2008Q3;16675
Jammerbugt;Never married;2008Q4;16557
Jammerbugt;Never married;2009Q1;16551
Jammerbugt;Never married;2009Q2;16559
Jammerbugt;Never married;2009Q3;16563
Jammerbugt;Never married;2009Q4;16530
Jammerbugt;Never married;2010Q1;16525
Jammerbugt;Never married;2010Q2;16510
Jammerbugt;Never married;2010Q3;16527
Jammerbugt;Never married;2010Q4;16390
Jammerbugt;Never married;2011Q1;16432
Jammerbugt;Never married;2011Q2;16485
Jammerbugt;Never married;2011Q3;16483
Jammerbugt;Never married;2011Q4;16362
Jammerbugt;Never married;2012Q1;16390
Jammerbugt;Never married;2012Q2;16488
Jammerbugt;Never married;2012Q3;16508
Jammerbugt;Never married;2012Q4;16397
Jammerbugt;Never married;2013Q1;16374
Jammerbugt;Never married;2013Q2;16352
Jammerbugt;Never married;2013Q3;16306
Jammerbugt;Never married;2013Q4;16124
Jammerbugt;Never married;2014Q1;16184
Jammerbugt;Never married;2014Q2;16197
Jammerbugt;Never married;2014Q3;16279
Jammerbugt;Never married;2014Q4;16186
Jammerbugt;Never married;2015Q1;16166
Jammerbugt;Never married;2015Q2;16229
Jammerbugt;Never married;2015Q3;16350
Jammerbugt;Never married;2015Q4;16269
Jammerbugt;Never married;2016Q1;16313
Jammerbugt;Never married;2016Q2;16395
Jammerbugt;Never married;2016Q3;16447
Jammerbugt;Never married;2016Q4;16369
Jammerbugt;Never married;2017Q1;16397
Jammerbugt;Never married;2017Q2;16528
Jammerbugt;Never married;2017Q3;16515
Jammerbugt;Never married;2017Q4;16441
Jammerbugt;Never married;2018Q1;16495
Jammerbugt;Never married;2018Q2;16488
Jammerbugt;Never married;2018Q3;16488
Jammerbugt;Never married;2018Q4;16359
Jammerbugt;Never married;2019Q1;16349
Jammerbugt;Never married;2019Q2;16380
Jammerbugt;Never married;2019Q3;16341
Jammerbugt;Never married;2019Q4;16336
Jammerbugt;Never married;2020Q1;16286
Jammerbugt;Never married;2020Q2;16405
Jammerbugt;Never married;2020Q3;16404
Jammerbugt;Never married;2020Q4;16352
Jammerbugt;Never married;2021Q1;16278
Jammerbugt;Never married;2021Q2;16342
Jammerbugt;Never married;2021Q3;16403
Jammerbugt;Never married;2021Q4;16341
Jammerbugt;Never married;2022Q1;16388
Jammerbugt;Married/separated;2008Q1;17484
Jammerbugt;Married/separated;2008Q2;17449
Jammerbugt;Married/separated;2008Q3;17508
Jammerbugt;Married/separated;2008Q4;17602
Jammerbugt;Married/separated;2009Q1;17568
Jammerbugt;Married/separated;2009Q2;17490
Jammerbugt;Married/separated;2009Q3;17485
Jammerbugt;Married/separated;2009Q4;17527
Jammerbugt;Married/separated;2010Q1;17495
Jammerbugt;Married/separated;2010Q2;17408
Jammerbugt;Married/separated;2010Q3;17405
Jammerbugt;Married/separated;2010Q4;17419
Jammerbugt;Married/separated;2011Q1;17338
Jammerbugt;Married/separated;2011Q2;17236
Jammerbugt;Married/separated;2011Q3;17243
Jammerbugt;Married/separated;2011Q4;17282
Jammerbugt;Married/separated;2012Q1;17209
Jammerbugt;Married/separated;2012Q2;17130
Jammerbugt;Married/separated;2012Q3;17115
Jammerbugt;Married/separated;2012Q4;17163
Jammerbugt;Married/separated;2013Q1;17134
Jammerbugt;Married/separated;2013Q2;17034
Jammerbugt;Married/separated;2013Q3;17003
Jammerbugt;Married/separated;2013Q4;17087
Jammerbugt;Married/separated;2014Q1;16974
Jammerbugt;Married/separated;2014Q2;16915
Jammerbugt;Married/separated;2014Q3;16893
Jammerbugt;Married/separated;2014Q4;16892
Jammerbugt;Married/separated;2015Q1;16824
Jammerbugt;Married/separated;2015Q2;16765
Jammerbugt;Married/separated;2015Q3;16800
Jammerbugt;Married/separated;2015Q4;16810
Jammerbugt;Married/separated;2016Q1;16766
Jammerbugt;Married/separated;2016Q2;16727
Jammerbugt;Married/separated;2016Q3;16749
Jammerbugt;Married/separated;2016Q4;16753
Jammerbugt;Married/separated;2017Q1;16701
Jammerbugt;Married/separated;2017Q2;16617
Jammerbugt;Married/separated;2017Q3;16622
Jammerbugt;Married/separated;2017Q4;16658
